Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-frg1,Session ID,Event Type,Reason,Block Number,Phase Name,Rule File,Episode Number,Move Number,Actor,Position ID,Stimulus ID,Reward,Repeat,Human Score,Agent Score,Human Total Score,Agent Total Score,Rewards Remaining,Completed Episodes
498,1784149413953,15/07/2026 21:03:33,1784149413855,-5,15/07/2026 16:03:33,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,24,"High contrast, type 1",rules_contrast2.json,24,9,agent,2,3886,,1,4,4,108,101,2,
499,1784149414077,15/07/2026 21:03:34,1784149413857,-5,15/07/2026 16:03:33,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,24,"High contrast, type 1",rules_contrast2.json,24,9,,,,,,4,4,108,101,2,
500,1784149417168,15/07/2026 21:03:37,1784149417083,-5,15/07/2026 16:03:37,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,1,human,0,394,,,0,0,108,101,,
501,1784149417870,15/07/2026 21:03:37,1784149417787,-5,15/07/2026 16:03:37,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,1,agent,14,2103,1,,0,1,108,102,,
502,1784149418592,15/07/2026 21:03:38,1784149418517,-5,15/07/2026 16:03:38,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,2,human,1,6532,1,,1,1,109,102,,
503,1784149419311,15/07/2026 21:03:39,1784149419221,-5,15/07/2026 16:03:39,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,2,agent,16,5156,1,,1,2,109,103,,
504,1784149420254,15/07/2026 21:03:40,1784149420167,-5,15/07/2026 16:03:40,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,3,human,2,1191,1,,2,2,110,103,,
505,1784149420955,15/07/2026 21:03:40,1784149420871,-5,15/07/2026 16:03:40,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,3,agent,14,2103,,1,2,2,110,103,,
506,1784149422361,15/07/2026 21:03:42,1784149422285,-5,15/07/2026 16:03:42,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,4,human,3,3763,1,,3,2,111,103,,
507,1784149423086,15/07/2026 21:03:43,1784149422989,-5,15/07/2026 16:03:42,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,4,agent,6,2948,1,,3,3,111,104,,
508,1784149424959,15/07/2026 21:03:44,1784149424883,-5,15/07/2026 16:03:44,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,5,human,4,3524,1,,4,3,112,104,,
509,1784149425681,15/07/2026 21:03:45,1784149425588,-5,15/07/2026 16:03:45,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,5,agent,16,5156,,1,4,3,112,104,,
510,1784149427316,15/07/2026 21:03:47,1784149427233,-5,15/07/2026 16:03:47,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,6,human,5,1328,1,,5,3,113,104,,
511,1784149428022,15/07/2026 21:03:48,1784149427938,-5,15/07/2026 16:03:47,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,6,agent,14,2103,,1,5,3,113,104,,
512,1784149429311,15/07/2026 21:03:49,1784149429234,-5,15/07/2026 16:03:49,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,7,human,7,6480,1,,6,3,114,104,,
513,1784149430023,15/07/2026 21:03:50,1784149429938,-5,15/07/2026 16:03:49,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,7,agent,6,2948,,1,6,3,114,104,,
514,1784149433002,15/07/2026 21:03:53,1784149432917,-5,15/07/2026 16:03:52,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,8,human,8,3340,,,6,3,114,104,,
515,1784149433723,15/07/2026 21:03:53,1784149433623,-5,15/07/2026 16:03:53,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,8,agent,9,4053,,,6,3,114,104,,
516,1784149434810,15/07/2026 21:03:54,1784149434734,-5,15/07/2026 16:03:54,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,9,human,13,4990,,,6,3,114,104,,
517,1784149435536,15/07/2026 21:03:55,1784149435438,-5,15/07/2026 16:03:55,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,9,agent,17,2928,,,6,3,114,104,,
518,1784149436594,15/07/2026 21:03:56,1784149436517,-5,15/07/2026 16:03:56,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,10,human,18,3886,,,6,3,114,104,,
519,1784149437297,15/07/2026 21:03:57,1784149437220,-5,15/07/2026 16:03:57,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,25,"Distance, type 1",rules_distance_from_agent.json,25,10,agent,16,5156,,1,6,3,114,104,,
520,1784149437423,15/07/2026 21:03:57,1784149437224,-5,15/07/2026 16:03:57,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,25,"Distance, type 1",rules_distance_from_agent.json,25,10,,,,,,6,3,114,104,,
521,1784149447713,15/07/2026 21:04:07,1784149447633,-5,15/07/2026 16:04:07,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,1,human,0,3385,,,0,0,114,104,,
522,1784149448420,15/07/2026 21:04:08,1784149448337,-5,15/07/2026 16:04:08,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,1,agent,4,835,1,,0,1,114,105,,
523,1784149450176,15/07/2026 21:04:10,1784149450101,-5,15/07/2026 16:04:10,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,2,human,1,3088,1,,1,1,115,105,,
524,1784149450907,15/07/2026 21:04:10,1784149450805,-5,15/07/2026 16:04:10,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,2,agent,5,6539,,,1,1,115,105,,
525,1784149451872,15/07/2026 21:04:11,1784149451783,-5,15/07/2026 16:04:11,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,3,human,2,398,1,,2,1,116,105,,
526,1784149452565,15/07/2026 21:04:12,1784149452488,-5,15/07/2026 16:04:12,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,3,agent,13,894,1,,2,2,116,106,,
527,1784149453906,15/07/2026 21:04:13,1784149453817,-5,15/07/2026 16:04:13,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,4,human,3,3372,,,2,2,116,106,,
528,1784149454602,15/07/2026 21:04:14,1784149454522,-5,15/07/2026 16:04:14,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,4,agent,4,835,,1,2,2,116,106,,
529,1784149457175,15/07/2026 21:04:17,1784149457099,-5,15/07/2026 16:04:17,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,5,human,6,3933,1,,3,2,117,106,,
530,1784149457885,15/07/2026 21:04:17,1784149457804,-5,15/07/2026 16:04:17,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,5,agent,17,617,1,,3,3,117,107,,
531,1784149459374,15/07/2026 21:04:19,1784149459300,-5,15/07/2026 16:04:19,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,6,human,11,3835,,,3,3,117,107,,
532,1784149460101,15/07/2026 21:04:20,1784149460004,-5,15/07/2026 16:04:20,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,6,agent,13,894,,1,3,3,117,107,,
533,1784149461975,15/07/2026 21:04:21,1784149461901,-5,15/07/2026 16:04:21,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,7,human,19,1314,,,3,3,117,107,,
534,1784149462687,15/07/2026 21:04:22,1784149462605,-5,15/07/2026 16:04:22,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,7,agent,14,3729,,,3,3,117,107,,
535,1784149463291,15/07/2026 21:04:23,1784149463201,-5,15/07/2026 16:04:23,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,8,human,16,2020,1,,4,3,118,107,,
536,1784149463993,15/07/2026 21:04:23,1784149463906,-5,15/07/2026 16:04:23,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,8,agent,17,617,,1,4,3,118,107,,
537,1784149466324,15/07/2026 21:04:26,1784149466233,-5,15/07/2026 16:04:26,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,9,human,15,4405,,,4,3,118,107,,
538,1784149467023,15/07/2026 21:04:27,1784149466938,-5,15/07/2026 16:04:26,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,9,agent,4,835,,1,4,3,118,107,,
539,1784149467775,15/07/2026 21:04:27,1784149467700,-5,15/07/2026 16:04:27,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,10,human,10,93,1,,5,3,119,107,,
540,1784149468501,15/07/2026 21:04:28,1784149468405,-5,15/07/2026 16:04:28,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,26,"Distance, type 2",rules_distance_from_agent.json,26,10,agent,2,398,,1,5,3,119,107,,
541,1784149468631,15/07/2026 21:04:28,1784149468409,-5,15/07/2026 16:04:28,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,26,"Distance, type 2",rules_distance_from_agent.json,26,10,,,,,,5,3,119,107,,
542,1784149478191,15/07/2026 21:04:38,1784149478100,-5,15/07/2026 16:04:38,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,1,human,0,4405,,,0,0,119,107,,
543,1784149478892,15/07/2026 21:04:38,1784149478804,-5,15/07/2026 16:04:38,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,1,agent,19,894,1,,0,1,119,108,,
544,1784149479866,15/07/2026 21:04:39,1784149479784,-5,15/07/2026 16:04:39,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,2,human,2,1191,1,,1,1,120,108,,
545,1784149480588,15/07/2026 21:04:40,1784149480488,-5,15/07/2026 16:04:40,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,2,agent,7,617,,,1,1,120,108,,
546,1784149482860,15/07/2026 21:04:42,1784149482767,-5,15/07/2026 16:04:42,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,3,human,3,394,,,1,1,120,108,,
547,1784149483559,15/07/2026 21:04:43,1784149483472,-5,15/07/2026 16:04:43,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,3,agent,16,5826,1,,1,2,120,109,,
548,1784149484441,15/07/2026 21:04:44,1784149484350,-5,15/07/2026 16:04:44,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,4,human,4,835,1,,2,2,121,109,,
549,1784149485141,15/07/2026 21:04:45,1784149485056,-5,15/07/2026 16:04:45,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,4,agent,6,3139,1,,2,3,121,110,,
550,1784149486286,15/07/2026 21:04:46,1784149486200,-5,15/07/2026 16:04:46,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,5,human,9,3835,1,,3,3,122,110,,
551,1784149486999,15/07/2026 21:04:46,1784149486905,-5,15/07/2026 16:04:46,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,5,agent,19,894,,1,3,3,122,110,,
552,1784149488233,15/07/2026 21:04:48,1784149488098,-5,15/07/2026 16:04:48,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,6,human,8,1328,1,,4,3,123,110,,
553,1784149488902,15/07/2026 21:04:48,1784149488801,-5,15/07/2026 16:04:48,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,6,agent,16,5826,,1,4,3,123,110,,
554,1784149489891,15/07/2026 21:04:49,1784149489800,-5,15/07/2026 16:04:49,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,6,human,7,617,,1,4,3,123,110,,
555,1784149490589,15/07/2026 21:04:50,1784149490504,-5,15/07/2026 16:04:50,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,27,"Distance, type 3",rules_distance_from_agent.json,27,6,agent,13,5912,,,4,3,123,110,,
